"job_title","location","company_name","job_desc","soft_skills","technical_skills","salary"
"Data Scientist","San Francisco","Twitch Interactive, Inc.","4+ years of experience (or MS with 2+ years) as a data scientist on a technology productFluency in data-science fundamentals: SQL, data manipulation in R or Python, and statisticsExcellent written and verbal communication skills on quantitative topicsExpertise in applying supervised and unsupervised algorithms to large-scale dataData Scientists at Twitch influence critical product and business decisions and enable evidence-based decision-making at the highest levels of Twitch. Our Advertising product team is building out complex, auction-driven, multi-sided markets to help creators earn a living and advertisers drive business results. Our team seeks an outstanding data scientist with creative problem solving skills and demonstrated ability to deliver insights from complex data sets. You’ll draw on an expansive methodological toolkit to work on an array of challenging topics and problems including supply-demand modeling, econometrics, auction dynamics, pricing, forecasting, and maximizing the value of user action.ResponsibilitiesAutonomously identify and pursue research with significant business impact, and make compelling cases for prioritization, resource allocation, and new product strategyPrioritize and execute in the face of ambiguity, adapt your tools to answer complicated questions, and identify the trade-offs between speed and quality of different approaches.Establish product goals and success metrics, create approaches to track the data and troubleshoot errors, quantify and evaluate the data, then develop a common language for all colleagues to understand and drive these KPIs.Collaborate with specialists in data science, analytics, engineering, and economics disciplines to efficiently develop reliable and reproducible analyses at scaleSupport data processes - provide the team with ad-hoc analysis, automated dashboards, and self-service reporting tools so that everyone gets a good sense of the state of the businessPrior work with marketplace or advertising or media productsExperience with data pipelining from data preparation to analysis to deploymentExcitement to shape the development of a growing team and help millions of content creators and viewers","communication,decision-making,problem solving","SQL,R,Python,Excel,algorithms,R,C,analysis,analysis",NA
"Data Scientist / Analyst - Intermediate","Rancho Cucamonga","Health Care Consultants, Inc.","Contract to hire position (3)- Only candidates who are eligible for conversion to Full Time.100% OnsiteMust have working experience with Python and/or R, not just knowing skills.NLP modeling highly preferred.Education: Applied Statistics Degree highly preferred.Experience Level: 3-6 Years.Experience in text mining or NLP modeling and applications, using large amounts of text data, and extracting insights quicklyKnowledge of various machine learning techniques and key parameters that affect their performanceUnderstanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation of data sets, etcKnowledge of NLP concepts like TFIDF, N-gram Modeling, Stemming and Lemmatization, Entity Extraction, Sentiment Analysis, Document Classification, Topic Modeling, Natural Language Understanding (NLU), Natural Language Generation (NLG) and word embeddingExperience with a variety of NLP methods for information extraction, topic modeling, parsing, and relationship extractionUnderstanding of text pre-processing and normalization techniques, such as tokenization, POS tagging, and parsing, and how they workExperience in producing, processing, evaluating and utilizing training dataExperiences in SAS Text Miner, Python, KNIME, R.Key to Hire:Python and/or R experience required;4 years' experience using Python and/or R HIGHLY preferred (but okay with less).At least 3+ years of experience writing production-quality Python code REQUIRED (134279)4+ years of real world working experience as a data scientist REQUIRED. NLP is highly preferred, but not required.(134279)Please ensure the resume reflects what you did in Python and/or R (how you used it).Description:Provide data architectural leadership in developing enterprise data/process models, and logical/physical database designs.Provide data and database development, maintenance, and production support.Participate in IT and Business project to define system requirements.Skill Set: Business analysis. Business process modeling - enterprise to department level. Ability to interpret Entity Relationship Diagrams.","","C,Python,R,NLP,NLP,machine learning,NLP,C,NLP,Python,R,Python,R,Python,R,Python,R,R,R,R,NLP,Python,R,analysis,R",NA
"Data Scientist","San Jose","Vectra","Vectra Networks delivers a new class of advanced threat defense that delivers real-time detection and analysis of active network intrusions. Vectra technology picks up where perimeter security leaves off by providing deep, continuous analysis of both internal and Internet-facing network traffic to automatically detect all phases of a breach as attackers attempt to spy, spread, and steal within your network.Vectra directly analyzes network traffic in real time using a patent-pending combination of data science, machine learning, and behavioral analysis to detect attacker behaviors and user anomalies in the network. All detections are correlated and prioritized to show an attack in context, and Vectra Networks' machine learning adapts as attacks evolve.Position Overview-----------------Be on the leading edge of applying machine learning and data modeling to the world of advanced cyber security – as part of the data science engineering team, you will directly impact the product by developing core algorithms to model complex problems. Specific responsibilities include:Prototyping, development and testing of complex mathematical models in order to facilitate the detection of anomalous behavior with a very high degree of accuracyDevelopment and testing of methods to combine models in order to improve accuracy, as well as automatically training and retraining these modelsInnovating around new models to solve new problemsRequired Experience-------------------Strong math/statistics/machine learning backgroundSuccessfully applied machine learning, statistical methods, data mining to academic/work projectsParallel programming experienceC++ coding experiencePython or Scala experienceLinux experienceTeam playerQualifications--------------MS/PhD in Computer Science, Mathematics, Physics or related discipline (or equivalent experience)Experience designing and implementing new algorithmsStatistical package experience: R, Python/Pandas or MATLAB/OctaveFamiliarity with systems that make use of multiple machine learning and statistical methods at the same time, ensemble learningHadoop ecosystem experienceDatabase hands-on experience (SQL or noSQL)Experience working in a software development team","","analysis,analysis,machine learning,analysis,machine learning,machine learning,algorithms,R,machine learning,machine learning,C,Python,Linux,C,algorithms,R,Python,Pandas,MATLAB,machine learning,Hadoop,SQL,SQL",NA
"Data Scientist, Analytics - AR/VR Media","Los Angeles","Facebook","Become part of a data science team in AR/VR Media that provides a start-up-like atmosphere while working on cutting-edge technology within Facebook. AR/VR Media is a vital part of the overall AR/VR Experiences product team. We are focused on supporting great stories and storytellers in VR and we build the products that let people experience media of every kind in VR. We also partner with creators of every stripe, from individual animators to major media companies and film production studios, to get the best content on AR/VR platforms and find new ways for creators to tell stories that the audience can experience together virtually. This means that data scientists on this team will be uniquely positioned to inform data-driven product strategy and influence teams across the family of apps!DATA SCIENTIST, ANALYTICS - AR/VR MEDIA RESPONSIBILITIESOwn the data-driven insights for a large portion of our platform businessInitiate and lead cross-functional data science and modeling projects with multiple contributorsAggregate and analyze complex data sets across multiple teams to identify and interpret large scale trends and patterns to help drive strategy across several teamsApply statistical techniques to understand groups of users, their engagement with the platform, and the performance of the platform itselfWork with members of the team and multiple partners to surface strategic issues and overall direction to product group leadershipUse technologies and methods such as Dataswarm, Hive, Python, R, SQL to create deep scalable and repeatable insights that will empower the team while informing roadmap and team prioritiesEffectively communicate results and insights to the product team and company leadershipMINIMUM QUALIFICATIONSMS degree in a quantitative discipline (e.g., statistics, operations research, econometrics, computer science, applied mathematics, physics, electrical engineering, industrial engineering) or equivalent experience8+ years experience doing quantitative analysis or statistical modelingKnowledge of at least one modeling framework (e.g., Scikit-Learn, TensorFlow, SAS, R, MATLAB)Experience influencing product strategy through data-centric presentations (to product, business, and other stakeholders)Experience extracting and manipulating large datasetsDevelopment experience in any scripting language (PHP, Python, Perl, etc.)Proven experience influencing cross-functional partners and work across teamsFacebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.","communicate","R,R,R,R,R,R,R,R,R,R,C,C,R,R,R,Hive,Python,R,SQL,C,analysis,TensorFlow,R,MATLAB,Python",NA
"Data Scientist","Washington","Piper Companies","DescriptionPiper Companies is spearheading a Professional Search for a Data Scientist in our client’s downtown Washington, DC office. You will collaborate with diverse teams of data scientists, data analysts, program developers, and mobile and backend developers. This position will be involved in statistical data science and analysis to meet customer requirements, as well as internal innovation. You will also have the opportunity to innovate with machine learning, computer vision, data visualization, and geospatial data enrichment to enable the rich attributes of the organization’s data. This position will have an impact on both internal and customer facing platforms.The Team:We are a passionate, tight-knit, super-driven team that moves fast, appreciates candor, and deeply values the diversity of our backgrounds. Our diversity mirrors the global nature of our work: we've lived in 30 countries, speak 14 languages, and believe in the value of life experience that an unconventional background inherently brings. What unites us is our innate curiosity and collective ambition to build technology that ultimately has a measurable human impact.What you get to do: Apply mathematical rigor and a highly refined sense of both “where to look next” and “what to do instead” when performing econometric/statistical analysis for client requirements. You will work to create, validate and improve automated algorithms which turn raw data with geospatial and text attributes into meaningful information. Communicate data collection and statistical methodologies to both technical and nontechnical audiences Apply strong quantitative background and experience in applied statistical analysis (e.g. time series, panel data, geospatial data, survey design). Train, calibrate and validate computer vision algorithms to extract objects, text etc. Utilize Python and packages to write code towards data wrangling, enrichment, statistical analysis, and visualization of both spatial and non-spatial data. Identify and leverage opportunities to continually improve data quality, systems, processes, and standards. Apply NLP expertise to cluster and find patterns in free text crowdsourced data. You will collaborate with other data scientists, analysts, product managers, operations, and other departments to ensure products and technology meets internal standards.Your background likely includes: BS or MS in Economics, Mathematics, Data Science, Computer Science, etc. or equivalent work experience & analytical skills. Advanced level SQL writing skills (Google BigQuery a plus but not necessary). Experience with Python and associated packages for statistical analysis, machine learning, and computer vision. Passion for learning and sharing knowledge with the team around you. Experience with data analysis, quality, cleaning, and extraction/validation tools. Experience with ArcGIS, QGIS, Shapely, or GeoPandas for geospatial data processing. Experience with visualization tools like Periscope Data, Data Studio, Tableau, ArcGIS a plus.Compensation & Benefits Salary: $140,000 to $175,000/year (based on experience and/or technical capabilities) Benefits: Equity Stock Options, 401k Match, Unlimited Vacation, Daily Lunch & Snacks, Transportation & Gym subsidies, ect","passionate","C,C,analysis,machine learning,analysis,algorithms,C,analysis,algorithms,Python,analysis,NLP,C,SQL,Python,analysis,machine learning,analysis,Pandas,Tableau,C","140,000 to $175,000"
"Senior Data Scientist","San Diego","Intuit","Overview:Intuit is hiring a Senior Data scientist to focus on our Consumer Group. We are looking for exceptional talent that can drive customer benefit for our personal finance offerings.","","C",NA
"Data Scientist","Kansas City","Hallmark","reqid: 46246WHEN YOU CARE ENOUGH YOU CAN CHANGE THE WORLD.Do you want to work for one of the world's most trusted and recognized brands? Hallmark is a company rooted in connecting people. We care for our employees, our communities, and our world. A career at Hallmark means you get to make a big impact and create something that can make a genuine difference. We’re looking for people who want to continue to carry our vision forward.We need a curious, analytical Data Scientist to join our team using cutting edge technologies to transform our business. You will analyze big data as part of a collaborative team, building the solutions that will move a well-established business into the future. Hallmark’s Data Scientists build analytical and consumer-facing systems to better serve our consumers and derive insights from historical business patterns. You will develop machine learning algorithms and conduct data analyses to drive business growth and impact strategic business decisions. You will work in a highly collaborative environment alongside a group of expert mathematicians, statisticians and data scientists.Our perfect Data Scientist candidate:Will be naturally curious, a critical thinker.Will have a background in conducting analysis and developing algorithms.Is a quick learner with strong initiative who can hit the ground running and bring robustproblem-solving skills.Is an analytic trailblazer who can mentor and teach to help enhance, build, and grow Hallmark’s analytic capabilities.Is flexible, has strong initiative and is highly collaborativeThe Data Scientist:Develop algorithms and models that will be deployed to production to make decisions in realtime.Influences business decisions through analyses derived from advanced statistical and machine learning techniques.Designs test and research methodologies, as well as modeling methods in order to solve real business problems.Works collaboratively across the organization to understand their need and challenges providing thought leadership and perspective around appropriate statistical analyses to address those issues.Is an advocate for implementing analytic best practices and identifying opportunities to improve decision making.APPLICATION INSTRUCTIONSYou must show how you meet the basic qualifications (listed below) in a resume or document you upload, or by completing the work experience and education application fields. Accepted file types are Microsoft Word (DOC or DOCX), PDF, HTML, or TXT.In compliance with the Immigration Reform and Control Act of 1986, Hallmark Cards, Inc. and its subsidiary companies will hire only individuals lawfully authorized to work in the United States. Hallmark does not generally provide sponsorship for employment. Employment by Hallmark is contingent upon the signing of the Employment Agreement, signing of an agreement to arbitrate in connection with the Hallmark Dispute Resolution Program, completing Form I-9 Employment Eligibility Verification, passing the urinalysis drug screen, education verification and satisfactory reference checks.BASIC QUALIFICATIONSBachelors or Master’s degree in Statistics, Physics, Math, Engineering, Economics, Finance, Data Science, Computer Science, Operations Research or a quantitative field3+ years of experience in advanced analytics, data science and statistical modeling (including predictive algorithms, machine learning, time-series, deep learning, forecasting, experimentation, and NLP)PREFERRED QUALIFICATIONSMaster's or PhD in Statistics, Physics, Math, Engineering, Economics, Finance, Data Science, Computer Science, or Quantitative Field5+ years of business experience in data science, advanced analytics, and statistical modelingExperience with R, Python, Scala or other similar analytical language.Experience with data wrangling tools like SQL, SparkExperience with advanced statistical analyses such as regression ANOVA, ANCOVA, case control studies, and hypothesis testingExperience with advanced machine learning technologies such as Random Forest, Neural Networks, Gradient Boosting Machines, Deep Learning, etc.Experience working with modern big data processing systems (e.g. Hadoop, Spark)Demonstrated in feature engineering of high-dimensionality collections of dataProven ability to assess the situation quickly, including identifying and resolving data anomalies and inconsistencies, and develop practical problem-solving strategies.Strong intellectual curiosity and love of problem-solving with a passion for getting involved to drive action for direct impact on business outcomes.Strong communication skills – written, verbal, and presentationProven ability to communicate the key messages and develop a storyline from analytical project work to a non-technical audience.Basic Data Visualization software technologies such as ggplot, matplotlib, or bokeh.BENEFITS AND PERKS:At Hallmark, we help people feel connected to what matters. That’s true of our employees, just as it is our consumers. Providing benefits that support the lives and wellbeing of Hallmarkers is among the most important investments the company makes.Hallmark benefits are designed to give you choices. Wherever you are in life, we want you to find the benefits that are right for you and your loved ones. Explore the Hallmark Benefits Guide to learn more.Hallmark is an equal opportunity employer. All qualified applicants will be considered for employment without regard to race, color, religion, sex, age, pregnancy, national origin, physical or mental disability, genetics, sexual orientation, gender identity, veteran status, or any other legally-protected status. Principals only please.","curious,curious,communication,communicate","C,R,C,C,R,big data,machine learning,algorithms,analysis,algorithms,algorithms,machine learning,C,R,C,C,C,R,C,C,R,C,C,C,R,algorithms,machine learning,NLP,R,R,R,C,C,R,Python,SQL,C,machine learning,R,big data,Hadoop,Visualization,R",NA
"Data Scientist","San Francisco","Upgrade","Upgrade aims to deliver frictionless mobile banking and exceptional value to mainstream consumers. Founded in 2017, Upgrade has already originated over $2.4 billion in consumer credit.Upgrade products are designed to create a new banking experience that seeks to eliminate fees on everyday transactions and offer access to more affordable and responsible credit through cards and loans. In 2 short years 8 million people have already applied for an Upgrade Card or loan. Upgrade is very well funded with $150 million in equity capital.Upgrade has been named a “Best Place to Work in the Bay Area” by the San Francisco Business Times and Silicon Valley Business Journal, and received “Best Company for Women” and “Best Company for Diversity” awards from Comparably.We are looking for new team members who are excited about creating, designing and implementing new and better solutions to join a team of 300 talented and passionate professionals. Come join us if you like to tackle big problems and make a meaningful difference in people's lives.Reporting to Upgrade’s Head of Decision Sciences, this role will:ResponsibilitiesDevelop and implement statistical/machine learning models for various business areas, including Credit Risk, Fraud, Marketing, and Operations.Validate models to identify factors that may affect model performance.Actively research new tools and techniques available for model development.Collaborate with various teams across Upgrade in model development process: Operations, Product, Marketing, and Credit Risk.SkillsAdvanced Degree (PhD or MS) in Statistics, Mathematics, Data Sciences or a related quantitative discipline.1-3 years experience as a Data Scientist.Experience and/or strong interest in latest machine learning techniques (Random Forest, Gradient Boosted Trees, etc.) strongly preferred.Proficient in Python and/or R, Python preferred.Ability to write documentation and present analysis to people with different levels of expertise (e.g., technical staff, business leads, etc.).Detail oriented and strong analytical skill set.Proactive, driven, and ability to work in a fast paced environment.Benefits / PerksGreat OPEN office location!Conveniently located in San Francisco Financial DistrictClose to BART and Public TransportationComprehensive benefits package: Medical, dental, & visionUnlimited vacation policyKitchen stocked with beverages, snacks & treatsSocial gatherings / happy hoursWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Candidate Privacy NoticeEffective Date: 1/1/2020This California Candidate Privacy Notice is intended to provide California consumers who are employed or apply for employment or a contractor position with Upgrade information about the categories of personal information Upgrade collects and how the company uses this information. For any questions about this notice, please contact ccpa@upgrade.com.1. Personal Information Upgrade Collectsa. Identifying information: including name, address, email, telephone number, social security number, driver license number, passport number, and other personal identifying information.b. Information you provide as a part of a job application or from a background check performed after a job offered is extended, including employment, education, credit, and criminal history.c. Data on work productivity and performance, including hours worked, electronic network activity, and tasks performed.2. Purposes for Collecting Personal Informationa. To consider applications for employment.b. To complete payments, including payroll, expense reimbursement, other compensation-related payments, and the administration of stock options.c. To administer benefits, including medical, dental, vision, commuter, and retirement benefits.d. To provide human resources services and conduct performance evaluations.e. To monitor work eligibility including work-related licenses, credentials, training, and eligibility to work in the United States.f. To ensure a safe and efficient working environment.g. To comply with applicable legal or regulatory requirements including state and federal company reporting obligations.","passionate","C,C,C,C,C,R,R,machine learning,C,R,C,C,R,machine learning,R,Python,R,Python,analysis,C,C,R,C,C,C,C,C,C,C",NA
"Jr. Data Scientist","Chicago","Vamonde","About UsWe promise you’re going to love this job and the work that you do. VAMONDE connects attractions and cultural organizations with hotels and travel brands through experiential content and events. Our proprietary creation tool allows museums and cultural institutions to tell their stories by digitally repackaging their content. Our white-label technology helps hotels and travel brands curate this content to provide some of the best hyperlocal information to their guests. We are the middlemen/women that help bring great stories to travelers so that they can live great stories.If you have a passion for travel and culture and love to nerd out over best practices, this is the place for you. You will be joining a group that prides itself on having a collaborative workplace where everyone gets a say and a chance to be creative. You’ll be a part of exciting debates, ideation, and brainstorming meetings and then battle it out over some intense ping pong matches. The office also comes with free drinks and snacks...and who doesn’t like free drinks and snacks?Sound like the right place for you?Why UsOur workplace culture is one of camaraderie, collaboration, and transparency. We expect and encourage team members to own their parts of the business and guarantee a high-impact role in our team. In addition to a full pay package, we offer a flexible work environment and lots of opportunity for growth. Compensation will be commensurate with experience.Explore the content: https://www.vamonde.com/Explore the software: https://solutions.vamonde.com/YouThe ideal candidate is someone who’s confident in their skills with Python and is aiming to develop a career in Data Science / Machine Learning. You’ve modeled out and implemented complex data structures and are able to explain them to non-technical team members. Ideally, you’ve also worked with AWS or other comparable platforms and are willing to work with us on recommendation engines, data normalization, and user journey insights.This is an onsite, full-time position at our offices in Chicago.The RoleCreate systems to distribute personalized content to users based on past interactionsOwn the analytics behind the customer journey and develop actionable insights based on findings and learningsArchitecting new features and managing releases of those featuresOptimization of the application for maximum speed and scalabilityCreate and maintain technical documentationRequired Skills And QualificationsBachelor’s degree (or foreign equivalent degree) in Computer Science or related field, or equivalent experience0-2 years of experience programming in a modern object-oriented programming language (Python, Ruby On Rails, or GO).Have applied data science / machine learning in context and have examples to showKnowledge of machine learning, data science, and surrounding architectureStartup mentality: self-starter, proactive, flexibleWhy you will love working hereOur workplace culture is grounded in collaboration, flexibility, and transparency. In addition to a full pay package, we offer a flexible work environment and lots of opportunity for growth. Compensation will be commensurate with experience. You will be tackling involved problems and spearheading our content personalization efforts as well.Candidates must be based in Chicago or willing to relocate.No recruiters please.------------------------------------------SkillsData Science, Machine Learning, PostreSQL, Spark, Hadoop, CeleryJob Type: Full-timeSalary: $60,000.00 to $80,000.00 /yearAdditional Compensation:BonusesWork Location:One locationBenefits:Paid time offFlexible scheduleOtherSchedule:Monday to Friday8 hour shift","collaboration,collaboration","C,Python,Machine Learning,C,R,C,C,R,C,Python,R,R,machine learning,machine learning,C,C,C,Machine Learning,SQL,Hadoop,C,C","60,000.00 to $80,000.00"
"Data Scientist I","Lincoln","Nelnet","Overview:Nelnet is looking for a talented Data Scientist to help drive our businesses forward. The Data Science team represents a niche division of our Analytics department tasked with solving our most complex quantitative, statistical, and data-oriented problems. This role will use a powerful blend of business acumen, analytics, mathematics, programming, and modeling to provide strategic recommendations, insights, and products across a diverse set of business areas and industries.Functional projects typically include deep-dive operational and financial analyses, data wrangling and processing, programmatic automation, and predictive modeling. Our data scientist roles operate with wide-latitude and are often asked to tackle complicated questions that require creative solutions; candidates should be highly inquisitive, self-motivated, strong communicators, and have the ability to map out solutions with a starting point and end goal, but few steps identified in-between.By supporting teams that span the entire organization, we operate in a fun, fast-paced, and engaging environment that brings new and unique challenges every day.This position requires work in support of the Company’s contract with the United States Department of Education (“ED”). As such, the United States Government requires that any applicant for this position must complete United States Government security clearance. Effective June 1, 2018, ED has informed Nelnet that security clearance applications for foreign nationals are not being accepted or processed. In light of this direction from ED, Nelnet will be unable to hire applicants without United States citizenship for such positions.Responsibilities:Conduct advanced analyses and statistical deep-dives, with a focus on producing actionable recommendations and strategic guidance for decision makers.Develop and deploy custom models and algorithms using Python data and machine learning libraries.Mine, clean, process, transform and join data from a variety of sources including SQL servers, AWS environments, SalesForce, internal systems, and flat files.Identify, wrangle, scrape, and assemble new data sources from the web, data aggregators, and public sources.Build rich, interactive dashboards and visualizations from the ground up using PowerBI.Compile and present key findings and reports to all levels of the organization, including senior leadership.Continuously seek out opportunities to add value through process automation and programmatic solutions to manual tasks.Be a subject matter expert within the data science field. Continuously learn, grow, and explore new emerging technologies.Be a mentor, role-model, and resource for junior analysts and team members.Be an exceptional problem solver, idea machine, and source of creative solutions.Qualifications:EDUCATION:Bachelor’s degree required in a Quantitative or Programming discipline. Quantitative disciplines are those that require a heavy amount of mathematics, statistics or analysis, including (but not limited to) fields such as Math, Physics, Finance or Economics.EXPERIENCE:4+ years of experience in data analysis, or completion of a bachelor’s/master’s degree program specifically within Data Science. 2+ years of programming experience. Significant experience working with large, complex data sets and common data science tools.COMPETENCIES – SKILLS/KNOWLEDGE/ABILITIES:Exceptional ability to analyze and synthesize data.Advanced proficiency in SQL and Python. Experience working with database and ETL tools.Experience designing, building, deploying, and validating machine-learning predictive models, ideally within a business framework.Competency navigating and working within the AWS cloud suite.Competency using common BI and data visualization tools (Microsoft PowerBI preferred).Core understanding of statistical concepts and methods.Competency in the MS Office Suite.Highly accountable and inquisitive, able to manage multiple tasks in a fast paced dynamic environment. Self-motivated.Excellent written, verbal, and interpersonal skills for coordinating across teams. Polished presentation skills preferred.EEO Statement:Nelnet is an Equal Opportunity Employer, complies with Executive Order 11246, and takes affirmative action to ensure that qualified applicants are employed, and that employees are treated during employment, without regard to race, color, religion/creed, national origin, gender, or sex, marital status, age, disability, use of a guide dog or service animal, sexual orientation, military/veteran status, or any other status protected by Federal or State law or local ordinance. Qualified individuals with disabilities who require reasonable accommodations in order to apply or compete for positions at Nelnet may request such accommodations by contacting Nelnet Talent Acquisition & Recruiting.Nelnet is a Drug Free and Tobacco Free Workplace.","interpersonal skills","predictive modeling,C,R,C,algorithms,Python,machine learning,SQL,PowerBI,C,C,C,C,analysis,R,C,analysis,C,C,SQL,Python,C,C,PowerBI,C,C,Excel,R",NA
"Data Scientist I","Denver","Transamerica","Job Description SummaryAs part of the Advanced Analytics group, the Data Scientist works with product managers, data engineers, and other data scientists to develop innovative solutions that transform the way Transamerica conducts business.Job DescriptionResponsibilitiesDesign experiments and formulate machine learning problems to address major business challenges and innovation opportunitiesWork with product managers and data engineers to discover, collect, cleanse, and refine the data needed for analysis and modelingAnalyze large datasets to extract actionable insights and inform experimental design and model developmentWrite lucid, compelling summaries to communicate results of analysis, model development, and testing which inform how the business should actCollaborate with peers, challenging assumptions and providing constructive criticism and ideas for improvementBuild models using a variety of statistical and machine learning techniques, assessing the best type of model for the problem context and using advanced techniques and customizations to optimize model performanceHarden models for production deployment and monitor model performance over timeQualificationsMasters degree or PhD in computer science, machine learning, data science, mathematics, statistics, or related quantiative fieldThree years of experience in a data science or machine learning roleExcellent knowledge of major machine learning algorithmsFluent in Python and RExperience with machine learning libraries and platforms, like Scikit-learn and TensorflowSolid statistical analysis skills and a good understanding of experimental designExcellent analytical and problem solving skillsExperience working with data at scale in the Hadoop ecosystemExcellent communication skills and the ability to use data to tell a storyWilling to learn and keep pace with the latest advances in data science and machine learningPreferred QualificationsIn depth machine learning experience focused around computer vision, anomaly detection, or natural language processing.Working ConditionsOffice environment","communicate,problem solving,communication","R,machine learning,analysis,analysis,C,machine learning,machine learning,machine learning,Excel,machine learning,algorithms,Python,R,machine learning,analysis,Excel,Hadoop,Excel,machine learning,machine learning,C",NA
"Data Scientist","Woodland Hills","BlackLine","Job Duties & ResponsibilitiesBring Creativity to Data products.Analyze transaction data.Build models to predict possible finance operation inconsistencies.Use machine learning methods to perform transaction matching (matching algorithms).Cleanse raw data for use in models.Perform data munging, data mining, clustering & classification methods, pattern recognition.Comfortable with Statistics, Calculus & Multivariate analysis.You will work closely with a small R&D team with Product Managers, Data Engineers & Analysts. The R&D team will experiment with the data and come up with POC's.Familiar with SQL, Python, R, Spark MLib, AWS, SQL Server, Redshift.Most of the data currently lives in SQL Server. We are experimenting with AWS Redshift as well. Python for coding and someone with experience with Spark MLib & Machine learning is a big plus.QualificationsExtensive experience solving analytical problems using quantitative approaches.Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources.A strong passion for empirical research and for answering hard questions with data.A flexible analytic approach that allows for results at varying levels of precision.Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.Familiarity with relational databases and SQLExpert knowledge of an analysis tool such as R, Matlab, or SASStrong working knowledge of financialsAcquired skills would include Data Warehousing, ETL, BI, Data Mining, and Machine Learning.Strong written and verbal skills – able to explain the work in plain languageMS in Computer Science or other quantitative disciplines or BA with 2+ years applicable experience","communicate","R,C,machine learning,algorithms,C,C,C,analysis,R,R,C,SQL,Python,R,SQL,R,SQL,R,Python,C,analysis,SQL,analysis,R,Machine Learning,C",NA
"Data Scientist","Alameda","Sila Nanotechnologies","WHO YOU ARESila Data Systems is the small, expert team that writes and runs modern, data-driven applications and infrastructure to integrate research, experimentation and product characterization with automated, high-volume, software-configurable manufacturing.As a software-savvy data scientist at Sila, you democratize analytics to empower the Sila research, engineering and manufacturing teams. You develop sophisticated models and implement them in software to help stakeholders understand and visualize both time-series and complex laboratory datasets. You work closely with other senior contributors across Sila, applying state-of-the-art data-oriented software engineering to repeatably process data created by our on-site research and production plant. You understand and appropriately apply statistical analysis and machine learning techniques to maximize value for our users and productivity for our team. Your collaboratively reviewed and well tested code leverages our platform-as-a-service infrastructure and event-driven data pipelines to maximize velocity, transparency and reliability.RESPONSIBILITIES AND DUTIESWork closely with fellow engineers and team leads to develop data models and analytics for Sila research, equipment, process and battery engineering, manufacturing and business operations datasetsDeliver high quality, maintainable data-oriented code to automate analysis and create ongoing, actionable insightsWith senior technical stakeholders, develop dashboards to monitor performance and visualizations to inform ongoing investigation and experimentationEvangelize and apply modern software engineering practices to maximize maintainability and shared ownership of our codebaseSolicit and participate in rigorous learning-focused code reviewWith colleagues in Data Systems, triage incoming requests from our stakeholders and prioritize ongoing developmentWith colleagues in Data Systems, respond as needed to understand, mitigate, correct and prevent operational incidentsKNOWLEDGE AND SKILL REQUIREMENTS5+ years of hands-on data science and software engineeringA B.S. or higher in computer science, engineering, math or physical sciencesHands-on approach. You are actively engaged in design and development of new algorithms, models and data handling softwareSystems-level thinking. You approach your work holistically, and the solutions you design and build demonstrate careful consideration of all aspects of each problemSkills and working experience with relational, document-oriented and key-value storage architecturesSkills and working experience with event-driven data pipelinesExperience with Python, R, C#, SCADA/PLC time-series data, laboratory measurement-generated datasets, and/or software that interacts with the physical world would be niceExperience with scientific operations management, manufacturing execution, and/or enterprise resource planning would be nice","","R,analysis,machine learning,R,analysis,R,R,algorithms,Python,R,C#,C,C",NA
